sample_id,total,alt,study,sample_id_rep,individual_id
ERR188482,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/82/ERR188482/sra_human_v3_21_in2212_att0/ERR188482!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/82/ERR188482/sra_human_v3_21_in2212_att0/ERR188482!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188482,HG00308
ERR188082,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/82/ERR188082/sra_human_v3_21_in1812_att0/ERR188082!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/82/ERR188082/sra_human_v3_21_in1812_att0/ERR188082!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188082,HG00110
ERR188182,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/82/ERR188182/sra_human_v3_21_in1912_att0/ERR188182!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/82/ERR188182/sra_human_v3_21_in1912_att0/ERR188182!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188182,NA18912
ERR188382,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/82/ERR188382/sra_human_v3_21_in2112_att0/ERR188382!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/82/ERR188382/sra_human_v3_21_in2112_att0/ERR188382!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188382,NA20536
ERR188282,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/82/ERR188282/sra_human_v3_21_in2012_att0/ERR188282!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/82/ERR188282/sra_human_v3_21_in2012_att0/ERR188282!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188282,NA20809
ERR188188,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/88/ERR188188/sra_human_v3_21_in1918_att0/ERR188188!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/88/ERR188188/sra_human_v3_21_in1918_att0/ERR188188!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188188,NA19099
ERR188088,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/88/ERR188088/sra_human_v3_21_in1818_att0/ERR188088!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/88/ERR188088/sra_human_v3_21_in1818_att0/ERR188088!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188088,NA20504
ERR188288,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/88/ERR188288/sra_human_v3_21_in2018_att0/ERR188288!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/88/ERR188288/sra_human_v3_21_in2018_att0/ERR188288!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188288,NA20507
ERR188388,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/88/ERR188388/sra_human_v3_21_in2118_att0/ERR188388!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/88/ERR188388/sra_human_v3_21_in2118_att0/ERR188388!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188388,NA12341
ERR188166,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/66/ERR188166/sra_human_v3_21_in1896_att0/ERR188166!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/66/ERR188166/sra_human_v3_21_in1896_att0/ERR188166!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188166,HG00108
ERR188066,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/66/ERR188066/sra_human_v3_21_in1796_att0/ERR188066!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/66/ERR188066/sra_human_v3_21_in1796_att0/ERR188066!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188066,NA19118
ERR188266,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/66/ERR188266/sra_human_v3_21_in1996_att0/ERR188266!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/66/ERR188266/sra_human_v3_21_in1996_att0/ERR188266!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188266,HG00282
ERR188366,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/66/ERR188366/sra_human_v3_21_in2096_att0/ERR188366!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/66/ERR188366/sra_human_v3_21_in2096_att0/ERR188366!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188366,HG00264
ERR188466,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/66/ERR188466/sra_human_v3_21_in2196_att0/ERR188466!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/66/ERR188466/sra_human_v3_21_in2196_att0/ERR188466!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188466,HG00142
ERR188411,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/11/ERR188411/sra_human_v3_21_in2141_att0/ERR188411!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/11/ERR188411/sra_human_v3_21_in2141_att0/ERR188411!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188411,HG00243
ERR188211,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/11/ERR188211/sra_human_v3_21_in1941_att0/ERR188211!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/11/ERR188211/sra_human_v3_21_in1941_att0/ERR188211!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188211,NA19175
ERR188311,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/11/ERR188311/sra_human_v3_21_in2041_att0/ERR188311!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/11/ERR188311/sra_human_v3_21_in2041_att0/ERR188311!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188311,NA18488
ERR188111,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/11/ERR188111/sra_human_v3_21_in1841_att0/ERR188111!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/11/ERR188111/sra_human_v3_21_in1841_att0/ERR188111!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188111,HG00255
ERR188329,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/29/ERR188329/sra_human_v3_21_in2059_att7/ERR188329!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/29/ERR188329/sra_human_v3_21_in2059_att7/ERR188329!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188329,NA20505
ERR188229,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/29/ERR188229/sra_human_v3_21_in1959_att0/ERR188229!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/29/ERR188229/sra_human_v3_21_in1959_att0/ERR188229!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188229,NA12044
ERR188029,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/29/ERR188029/sra_human_v3_21_in1759_att0/ERR188029!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/29/ERR188029/sra_human_v3_21_in1759_att0/ERR188029!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188029,HG00355
ERR188129,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/29/ERR188129/sra_human_v3_21_in1859_att0/ERR188129!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/29/ERR188129/sra_human_v3_21_in1859_att0/ERR188129!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188129,NA19197
ERR188429,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/29/ERR188429/sra_human_v3_21_in2159_att0/ERR188429!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/29/ERR188429/sra_human_v3_21_in2159_att0/ERR188429!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188429,NA12889
ERR188323,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/23/ERR188323/sra_human_v3_21_in2053_att0/ERR188323!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/23/ERR188323/sra_human_v3_21_in2053_att0/ERR188323!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188323,HG00257
ERR188223,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/23/ERR188223/sra_human_v3_21_in1953_att0/ERR188223!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/23/ERR188223/sra_human_v3_21_in1953_att0/ERR188223!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188223,NA18908
ERR188023,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/23/ERR188023/sra_human_v3_21_in1753_att0/ERR188023!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/23/ERR188023/sra_human_v3_21_in1753_att0/ERR188023!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188023,HG00315
ERR188123,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/23/ERR188123/sra_human_v3_21_in1853_att0/ERR188123!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/23/ERR188123/sra_human_v3_21_in1853_att0/ERR188123!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188123,HG00313
ERR188423,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/23/ERR188423/sra_human_v3_21_in2153_att0/ERR188423!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/23/ERR188423/sra_human_v3_21_in2153_att0/ERR188423!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188423,NA19107
ERR188454,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/54/ERR188454/sra_human_v3_21_in2184_att0/ERR188454!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/54/ERR188454/sra_human_v3_21_in2184_att0/ERR188454!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188454,NA19207
ERR188054,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/54/ERR188054/sra_human_v3_21_in1784_att0/ERR188054!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/54/ERR188054/sra_human_v3_21_in1784_att0/ERR188054!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188054,NA20752
ERR188154,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/54/ERR188154/sra_human_v3_21_in1884_att0/ERR188154!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/54/ERR188154/sra_human_v3_21_in1884_att0/ERR188154!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188154,HG00251
ERR188354,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/54/ERR188354/sra_human_v3_21_in2084_att4/ERR188354!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/54/ERR188354/sra_human_v3_21_in2084_att4/ERR188354!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188354,NA12775
ERR188254,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/54/ERR188254/sra_human_v3_21_in1984_att0/ERR188254!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/54/ERR188254/sra_human_v3_21_in1984_att0/ERR188254!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188254,NA20506
ERR188375,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/75/ERR188375/sra_human_v3_21_in2105_att0/ERR188375!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/75/ERR188375/sra_human_v3_21_in2105_att0/ERR188375!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188375,NA18858
ERR188275,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/75/ERR188275/sra_human_v3_21_in2005_att0/ERR188275!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/75/ERR188275/sra_human_v3_21_in2005_att0/ERR188275!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188275,NA19201
ERR188075,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/75/ERR188075/sra_human_v3_21_in1805_att0/ERR188075!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/75/ERR188075/sra_human_v3_21_in1805_att0/ERR188075!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188075,HG00349
ERR188175,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/75/ERR188175/sra_human_v3_21_in1905_att0/ERR188175!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/75/ERR188175/sra_human_v3_21_in1905_att0/ERR188175!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188175,HG00359
ERR188475,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/75/ERR188475/sra_human_v3_21_in2205_att4/ERR188475!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/75/ERR188475/sra_human_v3_21_in2205_att4/ERR188475!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188475,NA20815
ERR188102,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/02/ERR188102/sra_human_v3_21_in1832_att0/ERR188102!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/02/ERR188102/sra_human_v3_21_in1832_att0/ERR188102!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188102,HG00383
ERR188202,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/02/ERR188202/sra_human_v3_21_in1932_att0/ERR188202!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/02/ERR188202/sra_human_v3_21_in1932_att0/ERR188202!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188202,NA06989
ERR188302,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/02/ERR188302/sra_human_v3_21_in2032_att0/ERR188302!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/02/ERR188302/sra_human_v3_21_in2032_att0/ERR188302!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188302,HG00183
ERR188402,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/02/ERR188402/sra_human_v3_21_in2132_att0/ERR188402!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/02/ERR188402/sra_human_v3_21_in2132_att0/ERR188402!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188402,NA20581
ERR188408,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/08/ERR188408/sra_human_v3_21_in2138_att0/ERR188408!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/08/ERR188408/sra_human_v3_21_in2138_att0/ERR188408!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188408,NA20810
ERR188208,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/08/ERR188208/sra_human_v3_21_in1938_att0/ERR188208!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/08/ERR188208/sra_human_v3_21_in1938_att0/ERR188208!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188208,NA20538
ERR188308,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/08/ERR188308/sra_human_v3_21_in2038_att0/ERR188308!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/08/ERR188308/sra_human_v3_21_in2038_att0/ERR188308!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188308,NA12760
ERR188108,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/08/ERR188108/sra_human_v3_21_in1838_att0/ERR188108!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/08/ERR188108/sra_human_v3_21_in1838_att0/ERR188108!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188108,NA20754
ERR188291,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/91/ERR188291/sra_human_v3_21_in2021_att0/ERR188291!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/91/ERR188291/sra_human_v3_21_in2021_att0/ERR188291!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188291,NA12813
ERR188391,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/91/ERR188391/sra_human_v3_21_in2121_att0/ERR188391!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/91/ERR188391/sra_human_v3_21_in2121_att0/ERR188391!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188391,HG01789
ERR188191,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/91/ERR188191/sra_human_v3_21_in1921_att0/ERR188191!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/91/ERR188191/sra_human_v3_21_in1921_att0/ERR188191!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188191,NA20770
ERR188091,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/91/ERR188091/sra_human_v3_21_in1821_att0/ERR188091!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/91/ERR188091/sra_human_v3_21_in1821_att0/ERR188091!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188091,HG00256
ERR188230,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/30/ERR188230/sra_human_v3_21_in1960_att0/ERR188230!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/30/ERR188230/sra_human_v3_21_in1960_att0/ERR188230!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188230,HG00278
ERR188330,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/30/ERR188330/sra_human_v3_21_in2060_att0/ERR188330!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/30/ERR188330/sra_human_v3_21_in2060_att0/ERR188330!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188330,HG00379
ERR188130,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/30/ERR188130/sra_human_v3_21_in1860_att0/ERR188130!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/30/ERR188130/sra_human_v3_21_in1860_att0/ERR188130!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188130,HG00261
ERR188030,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/30/ERR188030/sra_human_v3_21_in1760_att0/ERR188030!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/30/ERR188030/sra_human_v3_21_in1760_att0/ERR188030!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188030,NA19119
ERR188430,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/30/ERR188430/sra_human_v3_21_in2160_att4/ERR188430!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/30/ERR188430/sra_human_v3_21_in2160_att4/ERR188430!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188430,HG00132
ERR188347,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/47/ERR188347/sra_human_v3_21_in2077_att0/ERR188347!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/47/ERR188347/sra_human_v3_21_in2077_att0/ERR188347!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188347,NA20525
ERR188247,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/47/ERR188247/sra_human_v3_21_in1977_att0/ERR188247!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/47/ERR188247/sra_human_v3_21_in1977_att0/ERR188247!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188247,HG00104
ERR188047,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/47/ERR188047/sra_human_v3_21_in1777_att0/ERR188047!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/47/ERR188047/sra_human_v3_21_in1777_att0/ERR188047!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188047,NA06994
ERR188147,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/47/ERR188147/sra_human_v3_21_in1877_att0/ERR188147!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/47/ERR188147/sra_human_v3_21_in1877_att0/ERR188147!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188147,NA20804
ERR188447,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/47/ERR188447/sra_human_v3_21_in2177_att0/ERR188447!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/47/ERR188447/sra_human_v3_21_in2177_att0/ERR188447!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188447,NA18934
ERR188440,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/40/ERR188440/sra_human_v3_21_in2170_att0/ERR188440!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/40/ERR188440/sra_human_v3_21_in2170_att0/ERR188440!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188440,NA19200
