sample_id,total,alt,study,sample_id_rep,individual_id
ERR188265,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/65/ERR188265/sra_human_v3_21_in1995_att0/ERR188265!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/65/ERR188265/sra_human_v3_21_in1995_att0/ERR188265!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188265,NA20814
ERR188365,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/65/ERR188365/sra_human_v3_21_in2095_att0/ERR188365!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/65/ERR188365/sra_human_v3_21_in2095_att0/ERR188365!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188365,NA19117
ERR188465,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/65/ERR188465/sra_human_v3_21_in2195_att0/ERR188465!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/65/ERR188465/sra_human_v3_21_in2195_att0/ERR188465!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188465,HG00112
ERR188481,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/81/ERR188481/sra_human_v3_21_in2211_att0/ERR188481!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/81/ERR188481/sra_human_v3_21_in2211_att0/ERR188481!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188481,NA07048
ERR188281,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/81/ERR188281/sra_human_v3_21_in2011_att0/ERR188281!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/81/ERR188281/sra_human_v3_21_in2011_att0/ERR188281!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188281,NA20801
ERR188381,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/81/ERR188381/sra_human_v3_21_in2111_att0/ERR188381!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/81/ERR188381/sra_human_v3_21_in2111_att0/ERR188381!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188381,NA20769
ERR188181,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/81/ERR188181/sra_human_v3_21_in1911_att0/ERR188181!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/81/ERR188181/sra_human_v3_21_in1911_att0/ERR188181!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188181,NA12413
ERR188081,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/81/ERR188081/sra_human_v3_21_in1811_att0/ERR188081!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/81/ERR188081/sra_human_v3_21_in1811_att0/ERR188081!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188081,NA12814
ERR188218,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/18/ERR188218/sra_human_v3_21_in1948_att0/ERR188218!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/18/ERR188218/sra_human_v3_21_in1948_att0/ERR188218!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188218,HG00325
ERR188318,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/18/ERR188318/sra_human_v3_21_in2048_att5/ERR188318!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/18/ERR188318/sra_human_v3_21_in2048_att5/ERR188318!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188318,HG00276
ERR188118,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/18/ERR188118/sra_human_v3_21_in1848_att0/ERR188118!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/18/ERR188118/sra_human_v3_21_in1848_att0/ERR188118!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188118,HG00181
ERR188418,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/18/ERR188418/sra_human_v3_21_in2148_att0/ERR188418!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/18/ERR188418/sra_human_v3_21_in2148_att0/ERR188418!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188418,HG00326
ERR188157,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/57/ERR188157/sra_human_v3_21_in1887_att0/ERR188157!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/57/ERR188157/sra_human_v3_21_in1887_att0/ERR188157!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188157,NA12872
ERR188057,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/57/ERR188057/sra_human_v3_21_in1787_att0/ERR188057!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/57/ERR188057/sra_human_v3_21_in1787_att0/ERR188057!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188057,HG00262
ERR188257,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/57/ERR188257/sra_human_v3_21_in1987_att0/ERR188257!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/57/ERR188257/sra_human_v3_21_in1987_att0/ERR188257!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188257,HG00143
ERR188357,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/57/ERR188357/sra_human_v3_21_in2087_att0/ERR188357!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/57/ERR188357/sra_human_v3_21_in2087_att0/ERR188357!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188357,NA20517
ERR188457,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/57/ERR188457/sra_human_v3_21_in2187_att0/ERR188457!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/57/ERR188457/sra_human_v3_21_in2187_att0/ERR188457!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188457,HG00280
ERR188420,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/20/ERR188420/sra_human_v3_21_in2150_att0/ERR188420!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/20/ERR188420/sra_human_v3_21_in2150_att0/ERR188420!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188420,NA12763
ERR188120,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/20/ERR188120/sra_human_v3_21_in1850_att0/ERR188120!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/20/ERR188120/sra_human_v3_21_in1850_att0/ERR188120!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188120,NA19256
ERR188220,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/20/ERR188220/sra_human_v3_21_in1950_att0/ERR188220!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/20/ERR188220/sra_human_v3_21_in1950_att0/ERR188220!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188220,NA12400
ERR188320,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/20/ERR188320/sra_human_v3_21_in2050_att0/ERR188320!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/20/ERR188320/sra_human_v3_21_in2050_att0/ERR188320!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188320,HG00185
ERR188092,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/92/ERR188092/sra_human_v3_21_in1822_att0/ERR188092!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/92/ERR188092/sra_human_v3_21_in1822_att0/ERR188092!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188092,NA12546
ERR188192,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/92/ERR188192/sra_human_v3_21_in1922_att0/ERR188192!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/92/ERR188192/sra_human_v3_21_in1922_att0/ERR188192!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188192,NA20786
ERR188392,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/92/ERR188392/sra_human_v3_21_in2122_att0/ERR188392!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/92/ERR188392/sra_human_v3_21_in2122_att0/ERR188392!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188392,NA19210
ERR188292,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/92/ERR188292/sra_human_v3_21_in2022_att0/ERR188292!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/92/ERR188292/sra_human_v3_21_in2022_att0/ERR188292!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188292,NA19189
ERR188201,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/01/ERR188201/sra_human_v3_21_in1931_att0/ERR188201!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/01/ERR188201/sra_human_v3_21_in1931_att0/ERR188201!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188201,NA20588
ERR188301,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/01/ERR188301/sra_human_v3_21_in2031_att0/ERR188301!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/01/ERR188301/sra_human_v3_21_in2031_att0/ERR188301!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188301,NA11994
ERR188101,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/01/ERR188101/sra_human_v3_21_in1831_att0/ERR188101!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/01/ERR188101/sra_human_v3_21_in1831_att0/ERR188101!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188101,NA10847
ERR188401,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/01/ERR188401/sra_human_v3_21_in2131_att0/ERR188401!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/01/ERR188401/sra_human_v3_21_in2131_att0/ERR188401!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188401,HG00141
ERR188376,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/76/ERR188376/sra_human_v3_21_in2106_att1/ERR188376!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/76/ERR188376/sra_human_v3_21_in2106_att1/ERR188376!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188376,NA07037
ERR188276,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/76/ERR188276/sra_human_v3_21_in2006_att5/ERR188276!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/76/ERR188276/sra_human_v3_21_in2006_att5/ERR188276!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188276,NA20758
ERR188076,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/76/ERR188076/sra_human_v3_21_in1806_att0/ERR188076!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/76/ERR188076/sra_human_v3_21_in1806_att0/ERR188076!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188076,NA12006
ERR188176,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/76/ERR188176/sra_human_v3_21_in1906_att0/ERR188176!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/76/ERR188176/sra_human_v3_21_in1906_att0/ERR188176!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188176,NA07357
ERR188476,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/76/ERR188476/sra_human_v3_21_in2206_att0/ERR188476!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/76/ERR188476/sra_human_v3_21_in2206_att0/ERR188476!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188476,NA19093
ERR188198,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/98/ERR188198/sra_human_v3_21_in1928_att0/ERR188198!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/98/ERR188198/sra_human_v3_21_in1928_att0/ERR188198!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188198,HG00373
ERR188098,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/98/ERR188098/sra_human_v3_21_in1828_att0/ERR188098!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/98/ERR188098/sra_human_v3_21_in1828_att0/ERR188098!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188098,HG00337
ERR188298,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/98/ERR188298/sra_human_v3_21_in2028_att0/ERR188298!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/98/ERR188298/sra_human_v3_21_in2028_att0/ERR188298!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188298,NA18867
ERR188398,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/98/ERR188398/sra_human_v3_21_in2128_att0/ERR188398!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/98/ERR188398/sra_human_v3_21_in2128_att0/ERR188398!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188398,NA20535
ERR188139,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/39/ERR188139/sra_human_v3_21_in1869_att0/ERR188139!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/39/ERR188139/sra_human_v3_21_in1869_att0/ERR188139!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188139,NA18917
ERR188039,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/39/ERR188039/sra_human_v3_21_in1769_att0/ERR188039!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/39/ERR188039/sra_human_v3_21_in1769_att0/ERR188039!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188039,NA12144
ERR188239,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/39/ERR188239/sra_human_v3_21_in1969_att0/ERR188239!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/39/ERR188239/sra_human_v3_21_in1969_att0/ERR188239!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188239,NA20520
ERR188339,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/39/ERR188339/sra_human_v3_21_in2069_att0/ERR188339!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/39/ERR188339/sra_human_v3_21_in2069_att0/ERR188339!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188339,NA12815
ERR188439,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/39/ERR188439/sra_human_v3_21_in2169_att0/ERR188439!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/39/ERR188439/sra_human_v3_21_in2169_att0/ERR188439!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188439,HG00329
ERR188244,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/44/ERR188244/sra_human_v3_21_in1974_att1/ERR188244!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/44/ERR188244/sra_human_v3_21_in1974_att1/ERR188244!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188244,NA12718
ERR188344,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/44/ERR188344/sra_human_v3_21_in2074_att0/ERR188344!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/44/ERR188344/sra_human_v3_21_in2074_att0/ERR188344!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188344,NA18868
ERR188144,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/44/ERR188144/sra_human_v3_21_in1874_att0/ERR188144!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/44/ERR188144/sra_human_v3_21_in1874_att0/ERR188144!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188144,HG00139
ERR188044,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/44/ERR188044/sra_human_v3_21_in1774_att0/ERR188044!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/44/ERR188044/sra_human_v3_21_in1774_att0/ERR188044!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188044,NA18498
ERR188444,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/44/ERR188444/sra_human_v3_21_in2174_att1/ERR188444!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/44/ERR188444/sra_human_v3_21_in2174_att1/ERR188444!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188444,NA19129
ERR188433,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/33/ERR188433/sra_human_v3_21_in2163_att0/ERR188433!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/33/ERR188433/sra_human_v3_21_in2163_att0/ERR188433!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188433,NA11829
ERR188033,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/33/ERR188033/sra_human_v3_21_in1763_att0/ERR188033!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/33/ERR188033/sra_human_v3_21_in1763_att0/ERR188033!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188033,HG00336
ERR188133,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/33/ERR188133/sra_human_v3_21_in1863_att0/ERR188133!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/33/ERR188133/sra_human_v3_21_in1863_att0/ERR188133!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188133,HG00135
ERR188333,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/33/ERR188333/sra_human_v3_21_in2063_att0/ERR188333!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/33/ERR188333/sra_human_v3_21_in2063_att0/ERR188333!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188333,HG00238
ERR188233,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/33/ERR188233/sra_human_v3_21_in1963_att0/ERR188233!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/33/ERR188233/sra_human_v3_21_in1963_att0/ERR188233!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188233,NA11993
ERR188149,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/49/ERR188149/sra_human_v3_21_in1879_att0/ERR188149!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/49/ERR188149/sra_human_v3_21_in1879_att0/ERR188149!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188149,HG00182
ERR188049,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/49/ERR188049/sra_human_v3_21_in1779_att0/ERR188049!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/49/ERR188049/sra_human_v3_21_in1779_att0/ERR188049!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188049,NA11931
ERR188249,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/49/ERR188249/sra_human_v3_21_in1979_att0/ERR188249!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/49/ERR188249/sra_human_v3_21_in1979_att0/ERR188249!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188249,NA20802
ERR188349,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/49/ERR188349/sra_human_v3_21_in2079_att0/ERR188349!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/49/ERR188349/sra_human_v3_21_in2079_att0/ERR188349!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188349,NA12842
ERR188449,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/49/ERR188449/sra_human_v3_21_in2179_att0/ERR188449!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/49/ERR188449/sra_human_v3_21_in2179_att0/ERR188449!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188449,NA18499
ERR188134,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/34/ERR188134/sra_human_v3_21_in1864_att0/ERR188134!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/34/ERR188134/sra_human_v3_21_in1864_att0/ERR188134!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188134,NA12827
ERR188034,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/34/ERR188034/sra_human_v3_21_in1764_att0/ERR188034!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/34/ERR188034/sra_human_v3_21_in1764_att0/ERR188034!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188034,HG00273
ERR188234,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/34/ERR188234/sra_human_v3_21_in1964_att0/ERR188234!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/34/ERR188234/sra_human_v3_21_in1964_att0/ERR188234!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188234,NA19116
